Freq,Mag,Phase,Coherence
4957.03125,-1.7377708,467.44473,3.7090708e-06
4968.75,-6.692354,446.47177,2.6054354e-06
4980.46875,-1.1962476,492.5252,6.2399904e-06
4992.1875,-1.1985695,455.63992,4.344114e-06
5003.90625,-2.601023,436.5716,3.572839e-06
5015.625,-4.326525,464.2951,6.630359e-06
5027.34375,-0.79677737,458.76404,2.3750158e-06
5039.0625,-3.0346372,424.79337,3.2267299e-06
5050.78125,0.8884131,457.25763,1.5068214e-06
5062.5,-0.74768484,482.52603,2.289247e-06
5074.21875,-1.4851918,482.61304,3.48831e-06
5085.9375,-1.0727309,518.60114,2.3099221e-06
5097.65625,-2.4765987,494.0364,1.7091472e-06
5109.375,1.383681,505.9788,3.0692327e-06
5121.09375,-1.7719764,531.8394,2.3011642e-06
5132.8125,-1.9519644,524.2924,3.7028053e-06
5144.53125,-2.978629,543.2298,1.6850979e-06
5156.25,-4.4650006,587.90607,9.077622e-07
5167.96875,-4.3206134,600.8222,1.717722e-06
5179.6875,0.97784364,641.1275,4.0346395e-06
5191.40625,-1.1924183,636.25946,2.296663e-06
5203.125,0.34629604,621.82104,2.9082937e-06
5214.84375,-3.1171718,631.1,5.0038975e-06
5226.5625,-4.2285013,617.1735,3.971023e-06
5238.28125,-0.38281775,617.6351,3.5048974e-06
5250.0,-2.0160387,605.3637,7.1641152e-06
5261.71875,2.0458658,583.9055,5.25157e-06
5273.4375,-2.3049996,594.4752,3.036544e-06
5285.15625,-3.2427497,595.2486,3.5661124e-06
5296.875,-0.013578333,563.2572,4.849325e-06
5308.59375,0.46890098,610.51117,5.734976e-06
5320.3125,0.50424796,599.7413,3.7366942e-06
5332.03125,2.3869061,579.3786,4.4269027e-06
5343.75,1.4057155,593.283,3.8148296e-06
5355.46875,2.7339377,577.3553,5.434667e-06
5367.1875,0.3575481,571.3631,5.9079885e-06
5378.90625,2.607276,581.8052,3.9901934e-06
5390.625,3.1483235,592.57153,4.9239784e-06
5402.34375,4.779575,607.0881,3.843686e-06
5414.0625,0.9849853,599.7946,2.5383956e-06
5425.78125,2.2640293,619.8613,5.9946506e-06
5437.5,2.7569554,642.36865,9.227101e-06
5449.21875,-0.36840594,641.162,3.5393653e-06
5460.9375,1.6001585,646.37476,5.420977e-06
5472.65625,4.277867,668.2692,4.841522e-06
5484.375,0.6818286,623.6554,8.219362e-06
